# Time(s)	Strain
0.00000e+00	0.00000e+00
1.00000e-04	0.00000e+00
2.00000e-04	0.00000e+00
3.00000e-04	0.00000e+00
4.00000e-04	0.00000e+00
5.00000e-04	0.00000e+00
6.00000e-04	0.00000e+00
7.00000e-04	0.00000e+00
8.00000e-04	0.00000e+00
9.00000e-04	0.00000e+00
1.00000e-03	0.00000e+00
1.10000e-03	0.00000e+00
1.20000e-03	0.00000e+00
1.30000e-03	0.00000e+00
1.40000e-03	0.00000e+00
1.50000e-03	0.00000e+00
1.60000e-03	0.00000e+00
1.70000e-03	0.00000e+00
1.80000e-03	0.00000e+00
1.90000e-03	0.00000e+00
2.00000e-03	0.00000e+00
2.10000e-03	0.00000e+00
2.20000e-03	0.00000e+00
2.30000e-03	0.00000e+00
2.40000e-03	0.00000e+00
2.50000e-03	0.00000e+00
2.60000e-03	0.00000e+00
2.70000e-03	0.00000e+00
2.80000e-03	0.00000e+00
2.90000e-03	0.00000e+00
3.00000e-03	0.00000e+00
3.10000e-03	0.00000e+00
3.20000e-03	0.00000e+00
3.30000e-03	0.00000e+00
3.40000e-03	0.00000e+00
3.50000e-03	0.00000e+00
3.60000e-03	0.00000e+00
3.70000e-03	0.00000e+00
3.80000e-03	0.00000e+00
3.90000e-03	0.00000e+00
4.00000e-03	0.00000e+00
4.10000e-03	0.00000e+00
4.20000e-03	0.00000e+00
4.30000e-03	0.00000e+00
4.40000e-03	0.00000e+00
4.50000e-03	0.00000e+00
4.60000e-03	0.00000e+00
4.70000e-03	0.00000e+00
4.80000e-03	0.00000e+00
4.90000e-03	0.00000e+00
5.00000e-03	0.00000e+00
5.10000e-03	0.00000e+00
5.20000e-03	0.00000e+00
5.30000e-03	0.00000e+00
5.40000e-03	0.00000e+00
5.50000e-03	0.00000e+00
5.60000e-03	0.00000e+00
5.70000e-03	0.00000e+00
5.80000e-03	0.00000e+00
5.90000e-03	0.00000e+00
6.00000e-03	0.00000e+00
6.10000e-03	0.00000e+00
6.20000e-03	0.00000e+00
6.30000e-03	0.00000e+00
6.40000e-03	0.00000e+00
6.50000e-03	0.00000e+00
6.60000e-03	0.00000e+00
6.70000e-03	0.00000e+00
6.80000e-03	0.00000e+00
6.90000e-03	0.00000e+00
7.00000e-03	0.00000e+00
7.10000e-03	0.00000e+00
7.20000e-03	0.00000e+00
7.30000e-03	0.00000e+00
7.40000e-03	0.00000e+00
7.50000e-03	0.00000e+00
7.60000e-03	0.00000e+00
7.70000e-03	0.00000e+00
7.80000e-03	0.00000e+00
7.90000e-03	0.00000e+00
8.00000e-03	0.00000e+00
8.10000e-03	0.00000e+00
8.20000e-03	0.00000e+00
8.30000e-03	0.00000e+00
8.40000e-03	0.00000e+00
8.50000e-03	0.00000e+00
8.60000e-03	0.00000e+00
8.70000e-03	0.00000e+00
8.80000e-03	0.00000e+00
8.90000e-03	0.00000e+00
9.00000e-03	0.00000e+00
9.10000e-03	0.00000e+00
9.20000e-03	0.00000e+00
9.30000e-03	0.00000e+00
9.40000e-03	0.00000e+00
9.50000e-03	0.00000e+00
9.60000e-03	0.00000e+00
9.70000e-03	0.00000e+00
9.80000e-03	0.00000e+00
9.90000e-03	0.00000e+00
1.00000e-02	0.00000e+00
1.01000e-02	0.00000e+00
1.02000e-02	0.00000e+00
1.03000e-02	0.00000e+00
1.04000e-02	0.00000e+00
1.05000e-02	0.00000e+00
1.06000e-02	0.00000e+00
1.07000e-02	0.00000e+00
1.08000e-02	0.00000e+00
1.09000e-02	0.00000e+00
1.10000e-02	0.00000e+00
1.11000e-02	0.00000e+00
1.12000e-02	0.00000e+00
1.13000e-02	0.00000e+00
1.14000e-02	0.00000e+00
1.15000e-02	0.00000e+00
1.16000e-02	0.00000e+00
1.17000e-02	0.00000e+00
1.18000e-02	0.00000e+00
1.19000e-02	0.00000e+00
1.20000e-02	0.00000e+00
1.21000e-02	0.00000e+00
1.22000e-02	0.00000e+00
1.23000e-02	0.00000e+00
1.24000e-02	0.00000e+00
1.25000e-02	0.00000e+00
1.26000e-02	0.00000e+00
1.27000e-02	0.00000e+00
1.28000e-02	0.00000e+00
1.29000e-02	0.00000e+00
1.30000e-02	0.00000e+00
1.31000e-02	0.00000e+00
1.32000e-02	0.00000e+00
1.33000e-02	0.00000e+00
1.34000e-02	0.00000e+00
1.35000e-02	0.00000e+00
1.36000e-02	0.00000e+00
1.37000e-02	0.00000e+00
1.38000e-02	0.00000e+00
1.39000e-02	0.00000e+00
1.40000e-02	0.00000e+00
1.41000e-02	0.00000e+00
1.42000e-02	0.00000e+00
1.43000e-02	0.00000e+00
1.44000e-02	0.00000e+00
1.45000e-02	0.00000e+00
1.46000e-02	0.00000e+00
1.47000e-02	0.00000e+00
1.48000e-02	0.00000e+00
1.49000e-02	0.00000e+00
1.50000e-02	0.00000e+00
1.51000e-02	0.00000e+00
1.52000e-02	0.00000e+00
1.53000e-02	0.00000e+00
1.54000e-02	0.00000e+00
1.55000e-02	0.00000e+00
1.56000e-02	0.00000e+00
1.57000e-02	0.00000e+00
1.58000e-02	0.00000e+00
1.59000e-02	0.00000e+00
1.60000e-02	0.00000e+00
1.61000e-02	0.00000e+00
1.62000e-02	0.00000e+00
1.63000e-02	0.00000e+00
1.64000e-02	0.00000e+00
1.65000e-02	0.00000e+00
1.66000e-02	0.00000e+00
1.67000e-02	0.00000e+00
1.68000e-02	0.00000e+00
1.69000e-02	0.00000e+00
1.70000e-02	0.00000e+00
1.71000e-02	0.00000e+00
1.72000e-02	0.00000e+00
1.73000e-02	0.00000e+00
1.74000e-02	0.00000e+00
1.75000e-02	0.00000e+00
1.76000e-02	0.00000e+00
1.77000e-02	0.00000e+00
1.78000e-02	0.00000e+00
1.79000e-02	0.00000e+00
1.80000e-02	0.00000e+00
1.81000e-02	0.00000e+00
1.82000e-02	0.00000e+00
1.83000e-02	0.00000e+00
1.84000e-02	0.00000e+00
1.85000e-02	0.00000e+00
1.86000e-02	0.00000e+00
1.87000e-02	0.00000e+00
1.88000e-02	0.00000e+00
1.89000e-02	0.00000e+00
1.90000e-02	0.00000e+00
1.91000e-02	0.00000e+00
1.92000e-02	0.00000e+00
1.93000e-02	0.00000e+00
1.94000e-02	0.00000e+00
1.95000e-02	0.00000e+00
1.96000e-02	0.00000e+00
1.97000e-02	0.00000e+00
1.98000e-02	0.00000e+00
1.99000e-02	0.00000e+00
2.00000e-02	0.00000e+00
2.01000e-02	0.00000e+00
2.02000e-02	0.00000e+00
2.03000e-02	0.00000e+00
2.04000e-02	0.00000e+00
2.05000e-02	0.00000e+00
2.06000e-02	0.00000e+00
2.07000e-02	0.00000e+00
2.08000e-02	0.00000e+00
2.09000e-02	0.00000e+00
2.10000e-02	0.00000e+00
2.11000e-02	0.00000e+00
2.12000e-02	0.00000e+00
2.13000e-02	0.00000e+00
2.14000e-02	0.00000e+00
2.15000e-02	0.00000e+00
2.16000e-02	0.00000e+00
2.17000e-02	0.00000e+00
2.18000e-02	0.00000e+00
2.19000e-02	0.00000e+00
2.20000e-02	0.00000e+00
2.21000e-02	0.00000e+00
2.22000e-02	0.00000e+00
2.23000e-02	0.00000e+00
2.24000e-02	0.00000e+00
2.25000e-02	0.00000e+00
2.26000e-02	0.00000e+00
2.27000e-02	0.00000e+00
2.28000e-02	0.00000e+00
2.29000e-02	0.00000e+00
2.30000e-02	0.00000e+00
2.31000e-02	0.00000e+00
2.32000e-02	0.00000e+00
2.33000e-02	0.00000e+00
2.34000e-02	0.00000e+00
2.35000e-02	0.00000e+00
2.36000e-02	0.00000e+00
2.37000e-02	0.00000e+00
2.38000e-02	0.00000e+00
2.39000e-02	0.00000e+00
2.40000e-02	0.00000e+00
2.41000e-02	0.00000e+00
2.42000e-02	0.00000e+00
2.43000e-02	0.00000e+00
2.44000e-02	0.00000e+00
2.45000e-02	0.00000e+00
2.46000e-02	0.00000e+00
2.47000e-02	0.00000e+00
2.48000e-02	0.00000e+00
2.49000e-02	0.00000e+00
2.50000e-02	0.00000e+00
2.51000e-02	0.00000e+00
2.52000e-02	0.00000e+00
2.53000e-02	0.00000e+00
2.54000e-02	0.00000e+00
2.55000e-02	0.00000e+00
2.56000e-02	0.00000e+00
2.57000e-02	0.00000e+00
2.58000e-02	0.00000e+00
2.59000e-02	0.00000e+00
2.60000e-02	0.00000e+00
2.61000e-02	0.00000e+00
2.62000e-02	0.00000e+00
2.63000e-02	0.00000e+00
2.64000e-02	0.00000e+00
2.65000e-02	0.00000e+00
2.66000e-02	0.00000e+00
2.67000e-02	0.00000e+00
2.68000e-02	0.00000e+00
2.69000e-02	0.00000e+00
2.70000e-02	0.00000e+00
2.71000e-02	0.00000e+00
2.72000e-02	0.00000e+00
2.73000e-02	0.00000e+00
2.74000e-02	0.00000e+00
2.75000e-02	0.00000e+00
2.76000e-02	0.00000e+00
2.77000e-02	0.00000e+00
2.78000e-02	0.00000e+00
2.79000e-02	0.00000e+00
2.80000e-02	0.00000e+00
2.81000e-02	0.00000e+00
2.82000e-02	0.00000e+00
2.83000e-02	0.00000e+00
2.84000e-02	0.00000e+00
2.85000e-02	0.00000e+00
2.86000e-02	0.00000e+00
2.87000e-02	0.00000e+00
2.88000e-02	0.00000e+00
2.89000e-02	0.00000e+00
2.90000e-02	0.00000e+00
2.91000e-02	0.00000e+00
2.92000e-02	0.00000e+00
2.93000e-02	0.00000e+00
2.94000e-02	0.00000e+00
2.95000e-02	0.00000e+00
2.96000e-02	0.00000e+00
2.97000e-02	0.00000e+00
2.98000e-02	0.00000e+00
2.99000e-02	0.00000e+00
3.00000e-02	0.00000e+00
3.01000e-02	0.00000e+00
3.02000e-02	0.00000e+00
3.03000e-02	0.00000e+00
3.04000e-02	0.00000e+00
3.05000e-02	0.00000e+00
3.06000e-02	0.00000e+00
3.07000e-02	0.00000e+00
3.08000e-02	0.00000e+00
3.09000e-02	0.00000e+00
3.10000e-02	0.00000e+00
3.11000e-02	0.00000e+00
3.12000e-02	0.00000e+00
3.13000e-02	0.00000e+00
3.14000e-02	0.00000e+00
3.15000e-02	0.00000e+00
3.16000e-02	0.00000e+00
3.17000e-02	0.00000e+00
3.18000e-02	0.00000e+00
3.19000e-02	0.00000e+00
3.20000e-02	0.00000e+00
3.21000e-02	0.00000e+00
3.22000e-02	0.00000e+00
3.23000e-02	0.00000e+00
3.24000e-02	0.00000e+00
3.25000e-02	0.00000e+00
3.26000e-02	0.00000e+00
3.27000e-02	0.00000e+00
3.28000e-02	0.00000e+00
3.29000e-02	0.00000e+00
3.30000e-02	0.00000e+00
3.31000e-02	0.00000e+00
3.32000e-02	0.00000e+00
3.33000e-02	0.00000e+00
3.34000e-02	0.00000e+00
3.35000e-02	0.00000e+00
3.36000e-02	0.00000e+00
3.37000e-02	0.00000e+00
3.38000e-02	0.00000e+00
3.39000e-02	0.00000e+00
3.40000e-02	0.00000e+00
3.41000e-02	0.00000e+00
3.42000e-02	0.00000e+00
3.43000e-02	0.00000e+00
3.44000e-02	0.00000e+00
3.45000e-02	0.00000e+00
3.46000e-02	0.00000e+00
3.47000e-02	0.00000e+00
3.48000e-02	0.00000e+00
3.49000e-02	0.00000e+00
3.50000e-02	0.00000e+00
3.51000e-02	0.00000e+00
3.52000e-02	0.00000e+00
3.53000e-02	0.00000e+00
3.54000e-02	0.00000e+00
3.55000e-02	0.00000e+00
3.56000e-02	0.00000e+00
3.57000e-02	0.00000e+00
3.58000e-02	0.00000e+00
3.59000e-02	0.00000e+00
3.60000e-02	0.00000e+00
3.61000e-02	0.00000e+00
3.62000e-02	0.00000e+00
3.63000e-02	0.00000e+00
3.64000e-02	0.00000e+00
3.65000e-02	0.00000e+00
3.66000e-02	0.00000e+00
3.67000e-02	0.00000e+00
3.68000e-02	0.00000e+00
3.69000e-02	0.00000e+00
3.70000e-02	0.00000e+00
3.71000e-02	0.00000e+00
3.72000e-02	0.00000e+00
3.73000e-02	0.00000e+00
3.74000e-02	0.00000e+00
3.75000e-02	0.00000e+00
3.76000e-02	0.00000e+00
3.77000e-02	0.00000e+00
3.78000e-02	0.00000e+00
3.79000e-02	0.00000e+00
3.80000e-02	0.00000e+00
3.81000e-02	0.00000e+00
3.82000e-02	0.00000e+00
3.83000e-02	0.00000e+00
3.84000e-02	0.00000e+00
3.85000e-02	0.00000e+00
3.86000e-02	0.00000e+00
3.87000e-02	0.00000e+00
3.88000e-02	0.00000e+00
3.89000e-02	0.00000e+00
3.90000e-02	0.00000e+00
3.91000e-02	0.00000e+00
3.92000e-02	0.00000e+00
3.93000e-02	0.00000e+00
3.94000e-02	0.00000e+00
3.95000e-02	0.00000e+00
3.96000e-02	0.00000e+00
3.97000e-02	0.00000e+00
3.98000e-02	0.00000e+00
3.99000e-02	0.00000e+00
4.00000e-02	0.00000e+00
4.01000e-02	0.00000e+00
4.02000e-02	0.00000e+00
4.03000e-02	0.00000e+00
4.04000e-02	0.00000e+00
4.05000e-02	0.00000e+00
4.06000e-02	0.00000e+00
4.07000e-02	0.00000e+00
4.08000e-02	0.00000e+00
4.09000e-02	0.00000e+00
4.10000e-02	0.00000e+00
4.11000e-02	0.00000e+00
4.12000e-02	0.00000e+00
4.13000e-02	0.00000e+00
4.14000e-02	0.00000e+00
4.15000e-02	0.00000e+00
4.16000e-02	0.00000e+00
4.17000e-02	0.00000e+00
4.18000e-02	0.00000e+00
4.19000e-02	0.00000e+00
4.20000e-02	0.00000e+00
4.21000e-02	0.00000e+00
4.22000e-02	0.00000e+00
4.23000e-02	0.00000e+00
4.24000e-02	0.00000e+00
4.25000e-02	0.00000e+00
4.26000e-02	0.00000e+00
4.27000e-02	0.00000e+00
4.28000e-02	0.00000e+00
4.29000e-02	0.00000e+00
4.30000e-02	0.00000e+00
4.31000e-02	0.00000e+00
4.32000e-02	0.00000e+00
4.33000e-02	0.00000e+00
4.34000e-02	0.00000e+00
4.35000e-02	0.00000e+00
4.36000e-02	0.00000e+00
4.37000e-02	0.00000e+00
4.38000e-02	0.00000e+00
4.39000e-02	0.00000e+00
4.40000e-02	0.00000e+00
4.41000e-02	0.00000e+00
4.42000e-02	0.00000e+00
4.43000e-02	0.00000e+00
4.44000e-02	0.00000e+00
4.45000e-02	0.00000e+00
4.46000e-02	0.00000e+00
4.47000e-02	0.00000e+00
4.48000e-02	0.00000e+00
4.49000e-02	0.00000e+00
4.50000e-02	0.00000e+00
4.51000e-02	0.00000e+00
4.52000e-02	0.00000e+00
4.53000e-02	0.00000e+00
4.54000e-02	0.00000e+00
4.55000e-02	0.00000e+00
4.56000e-02	0.00000e+00
4.57000e-02	0.00000e+00
4.58000e-02	0.00000e+00
4.59000e-02	0.00000e+00
4.60000e-02	0.00000e+00
4.61000e-02	0.00000e+00
4.62000e-02	0.00000e+00
4.63000e-02	0.00000e+00
4.64000e-02	0.00000e+00
4.65000e-02	0.00000e+00
4.66000e-02	0.00000e+00
4.67000e-02	0.00000e+00
4.68000e-02	0.00000e+00
4.69000e-02	0.00000e+00
4.70000e-02	0.00000e+00
4.71000e-02	0.00000e+00
4.72000e-02	0.00000e+00
4.73000e-02	0.00000e+00
4.74000e-02	0.00000e+00
4.75000e-02	0.00000e+00
4.76000e-02	0.00000e+00
4.77000e-02	0.00000e+00
4.78000e-02	0.00000e+00
4.79000e-02	0.00000e+00
4.80000e-02	0.00000e+00
4.81000e-02	0.00000e+00
4.82000e-02	0.00000e+00
4.83000e-02	0.00000e+00
4.84000e-02	0.00000e+00
4.85000e-02	0.00000e+00
4.86000e-02	0.00000e+00
4.87000e-02	0.00000e+00
4.88000e-02	0.00000e+00
4.89000e-02	0.00000e+00
4.90000e-02	0.00000e+00
4.91000e-02	0.00000e+00
4.92000e-02	0.00000e+00
4.93000e-02	0.00000e+00
4.94000e-02	0.00000e+00
4.95000e-02	0.00000e+00
4.96000e-02	0.00000e+00
4.97000e-02	0.00000e+00
4.98000e-02	0.00000e+00
4.99000e-02	0.00000e+00
5.00000e-02	0.00000e+00
5.01000e-02	0.00000e+00
5.02000e-02	0.00000e+00
5.03000e-02	0.00000e+00
5.04000e-02	0.00000e+00
5.05000e-02	0.00000e+00
5.06000e-02	0.00000e+00
5.07000e-02	0.00000e+00
5.08000e-02	0.00000e+00
5.09000e-02	0.00000e+00
5.10000e-02	0.00000e+00
5.11000e-02	0.00000e+00
5.12000e-02	0.00000e+00
5.13000e-02	0.00000e+00
5.14000e-02	0.00000e+00
5.15000e-02	0.00000e+00
5.16000e-02	0.00000e+00
5.17000e-02	0.00000e+00
5.18000e-02	0.00000e+00
5.19000e-02	0.00000e+00
5.20000e-02	0.00000e+00
5.21000e-02	0.00000e+00
5.22000e-02	0.00000e+00
5.23000e-02	0.00000e+00
5.24000e-02	0.00000e+00
5.25000e-02	0.00000e+00
5.26000e-02	0.00000e+00
5.27000e-02	0.00000e+00
5.28000e-02	0.00000e+00
5.29000e-02	0.00000e+00
5.30000e-02	0.00000e+00
5.31000e-02	0.00000e+00
5.32000e-02	0.00000e+00
5.33000e-02	0.00000e+00
5.34000e-02	0.00000e+00
5.35000e-02	0.00000e+00
5.36000e-02	0.00000e+00
5.37000e-02	0.00000e+00
5.38000e-02	0.00000e+00
5.39000e-02	0.00000e+00
5.40000e-02	0.00000e+00
5.41000e-02	0.00000e+00
5.42000e-02	0.00000e+00
5.43000e-02	0.00000e+00
5.44000e-02	0.00000e+00
5.45000e-02	0.00000e+00
5.46000e-02	0.00000e+00
5.47000e-02	0.00000e+00
5.48000e-02	0.00000e+00
5.49000e-02	0.00000e+00
5.50000e-02	0.00000e+00
5.51000e-02	0.00000e+00
5.52000e-02	0.00000e+00
5.53000e-02	0.00000e+00
5.54000e-02	0.00000e+00
5.55000e-02	0.00000e+00
5.56000e-02	0.00000e+00
5.57000e-02	0.00000e+00
5.58000e-02	0.00000e+00
5.59000e-02	0.00000e+00
5.60000e-02	0.00000e+00
5.61000e-02	0.00000e+00
5.62000e-02	0.00000e+00
5.63000e-02	0.00000e+00
5.64000e-02	0.00000e+00
5.65000e-02	0.00000e+00
5.66000e-02	0.00000e+00
5.67000e-02	0.00000e+00
5.68000e-02	0.00000e+00
5.69000e-02	0.00000e+00
5.70000e-02	0.00000e+00
5.71000e-02	0.00000e+00
5.72000e-02	0.00000e+00
5.73000e-02	0.00000e+00
5.74000e-02	0.00000e+00
5.75000e-02	0.00000e+00
5.76000e-02	0.00000e+00
5.77000e-02	0.00000e+00
5.78000e-02	0.00000e+00
5.79000e-02	0.00000e+00
5.80000e-02	0.00000e+00
5.81000e-02	0.00000e+00
5.82000e-02	0.00000e+00
5.83000e-02	0.00000e+00
5.84000e-02	0.00000e+00
5.85000e-02	0.00000e+00
5.86000e-02	0.00000e+00
5.87000e-02	0.00000e+00
5.88000e-02	0.00000e+00
5.89000e-02	0.00000e+00
5.90000e-02	0.00000e+00
5.91000e-02	0.00000e+00
5.92000e-02	0.00000e+00
5.93000e-02	0.00000e+00
5.94000e-02	0.00000e+00
5.95000e-02	0.00000e+00
5.96000e-02	0.00000e+00
5.97000e-02	0.00000e+00
5.98000e-02	0.00000e+00
5.99000e-02	0.00000e+00
6.00000e-02	0.00000e+00
6.01000e-02	0.00000e+00
6.02000e-02	0.00000e+00
6.03000e-02	0.00000e+00
6.04000e-02	0.00000e+00
6.05000e-02	0.00000e+00
6.06000e-02	0.00000e+00
6.07000e-02	0.00000e+00
6.08000e-02	0.00000e+00
6.09000e-02	0.00000e+00
6.10000e-02	0.00000e+00
6.11000e-02	0.00000e+00
6.12000e-02	0.00000e+00
6.13000e-02	0.00000e+00
6.14000e-02	0.00000e+00
6.15000e-02	0.00000e+00
6.16000e-02	0.00000e+00
6.17000e-02	0.00000e+00
6.18000e-02	0.00000e+00
6.19000e-02	0.00000e+00
6.20000e-02	0.00000e+00
6.21000e-02	0.00000e+00
6.22000e-02	0.00000e+00
6.23000e-02	0.00000e+00
6.24000e-02	0.00000e+00
6.25000e-02	0.00000e+00
6.26000e-02	0.00000e+00
6.27000e-02	0.00000e+00
6.28000e-02	0.00000e+00
6.29000e-02	0.00000e+00
6.30000e-02	0.00000e+00
6.31000e-02	0.00000e+00
6.32000e-02	0.00000e+00
6.33000e-02	0.00000e+00
6.34000e-02	0.00000e+00
6.35000e-02	0.00000e+00
6.36000e-02	0.00000e+00
6.37000e-02	0.00000e+00
6.38000e-02	0.00000e+00
6.39000e-02	0.00000e+00
6.40000e-02	0.00000e+00
6.41000e-02	0.00000e+00
6.42000e-02	0.00000e+00
6.43000e-02	0.00000e+00
6.44000e-02	0.00000e+00
6.45000e-02	0.00000e+00
6.46000e-02	0.00000e+00
6.47000e-02	0.00000e+00
6.48000e-02	0.00000e+00
6.49000e-02	0.00000e+00
6.50000e-02	0.00000e+00
6.51000e-02	0.00000e+00
6.52000e-02	0.00000e+00
6.53000e-02	0.00000e+00
6.54000e-02	0.00000e+00
6.55000e-02	0.00000e+00
6.56000e-02	0.00000e+00
6.57000e-02	0.00000e+00
6.58000e-02	0.00000e+00
6.59000e-02	0.00000e+00
6.60000e-02	0.00000e+00
6.61000e-02	0.00000e+00
6.62000e-02	0.00000e+00
6.63000e-02	0.00000e+00
6.64000e-02	0.00000e+00
6.65000e-02	0.00000e+00
6.66000e-02	0.00000e+00
6.67000e-02	0.00000e+00
6.68000e-02	0.00000e+00
6.69000e-02	0.00000e+00
6.70000e-02	0.00000e+00
6.71000e-02	0.00000e+00
6.72000e-02	0.00000e+00
6.73000e-02	0.00000e+00
6.74000e-02	0.00000e+00
6.75000e-02	0.00000e+00
6.76000e-02	0.00000e+00
6.77000e-02	0.00000e+00
6.78000e-02	0.00000e+00
6.79000e-02	0.00000e+00
6.80000e-02	0.00000e+00
6.81000e-02	0.00000e+00
6.82000e-02	0.00000e+00
6.83000e-02	0.00000e+00
6.84000e-02	0.00000e+00
6.85000e-02	0.00000e+00
6.86000e-02	0.00000e+00
6.87000e-02	0.00000e+00
6.88000e-02	0.00000e+00
6.89000e-02	0.00000e+00
6.90000e-02	0.00000e+00
6.91000e-02	0.00000e+00
6.92000e-02	0.00000e+00
6.93000e-02	0.00000e+00
6.94000e-02	0.00000e+00
6.95000e-02	0.00000e+00
6.96000e-02	0.00000e+00
6.97000e-02	0.00000e+00
6.98000e-02	0.00000e+00
6.99000e-02	0.00000e+00
7.00000e-02	0.00000e+00
7.01000e-02	0.00000e+00
7.02000e-02	0.00000e+00
7.03000e-02	0.00000e+00
7.04000e-02	0.00000e+00
7.05000e-02	0.00000e+00
7.06000e-02	0.00000e+00
7.07000e-02	0.00000e+00
7.08000e-02	0.00000e+00
7.09000e-02	0.00000e+00
7.10000e-02	0.00000e+00
7.11000e-02	0.00000e+00
7.12000e-02	0.00000e+00
7.13000e-02	0.00000e+00
7.14000e-02	0.00000e+00
7.15000e-02	0.00000e+00
7.16000e-02	0.00000e+00
7.17000e-02	0.00000e+00
7.18000e-02	0.00000e+00
7.19000e-02	0.00000e+00
7.20000e-02	0.00000e+00
7.21000e-02	0.00000e+00
7.22000e-02	0.00000e+00
7.23000e-02	0.00000e+00
7.24000e-02	0.00000e+00
7.25000e-02	0.00000e+00
7.26000e-02	0.00000e+00
7.27000e-02	0.00000e+00
7.28000e-02	0.00000e+00
7.29000e-02	0.00000e+00
7.30000e-02	0.00000e+00
7.31000e-02	0.00000e+00
7.32000e-02	0.00000e+00
7.33000e-02	0.00000e+00
7.34000e-02	0.00000e+00
7.35000e-02	0.00000e+00
7.36000e-02	0.00000e+00
7.37000e-02	0.00000e+00
7.38000e-02	0.00000e+00
7.39000e-02	0.00000e+00
7.40000e-02	0.00000e+00
7.41000e-02	0.00000e+00
7.42000e-02	0.00000e+00
7.43000e-02	0.00000e+00
7.44000e-02	0.00000e+00
7.45000e-02	0.00000e+00
7.46000e-02	0.00000e+00
7.47000e-02	0.00000e+00
7.48000e-02	0.00000e+00
7.49000e-02	0.00000e+00
7.50000e-02	0.00000e+00
7.51000e-02	0.00000e+00
7.52000e-02	0.00000e+00
7.53000e-02	0.00000e+00
7.54000e-02	0.00000e+00
7.55000e-02	0.00000e+00
7.56000e-02	0.00000e+00
7.57000e-02	0.00000e+00
7.58000e-02	0.00000e+00
7.59000e-02	0.00000e+00
7.60000e-02	0.00000e+00
7.61000e-02	0.00000e+00
7.62000e-02	0.00000e+00
7.63000e-02	0.00000e+00
7.64000e-02	0.00000e+00
7.65000e-02	0.00000e+00
7.66000e-02	0.00000e+00
7.67000e-02	0.00000e+00
7.68000e-02	0.00000e+00
7.69000e-02	0.00000e+00
7.70000e-02	0.00000e+00
7.71000e-02	0.00000e+00
7.72000e-02	0.00000e+00
7.73000e-02	0.00000e+00
7.74000e-02	0.00000e+00
7.75000e-02	0.00000e+00
7.76000e-02	0.00000e+00
7.77000e-02	0.00000e+00
7.78000e-02	0.00000e+00
7.79000e-02	0.00000e+00
7.80000e-02	0.00000e+00
7.81000e-02	0.00000e+00
7.82000e-02	0.00000e+00
7.83000e-02	0.00000e+00
7.84000e-02	0.00000e+00
7.85000e-02	0.00000e+00
7.86000e-02	0.00000e+00
7.87000e-02	0.00000e+00
7.88000e-02	0.00000e+00
7.89000e-02	0.00000e+00
7.90000e-02	0.00000e+00
7.91000e-02	0.00000e+00
7.92000e-02	0.00000e+00
7.93000e-02	0.00000e+00
7.94000e-02	0.00000e+00
7.95000e-02	0.00000e+00
7.96000e-02	0.00000e+00
7.97000e-02	0.00000e+00
7.98000e-02	0.00000e+00
7.99000e-02	0.00000e+00
8.00000e-02	0.00000e+00
8.01000e-02	0.00000e+00
8.02000e-02	0.00000e+00
8.03000e-02	0.00000e+00
8.04000e-02	0.00000e+00
8.05000e-02	0.00000e+00
8.06000e-02	0.00000e+00
8.07000e-02	0.00000e+00
8.08000e-02	0.00000e+00
8.09000e-02	0.00000e+00
8.10000e-02	0.00000e+00
8.11000e-02	0.00000e+00
8.12000e-02	0.00000e+00
8.13000e-02	0.00000e+00
8.14000e-02	0.00000e+00
8.15000e-02	0.00000e+00
8.16000e-02	0.00000e+00
8.17000e-02	0.00000e+00
8.18000e-02	0.00000e+00
8.19000e-02	0.00000e+00
8.20000e-02	0.00000e+00
8.21000e-02	0.00000e+00
8.22000e-02	0.00000e+00
8.23000e-02	0.00000e+00
8.24000e-02	0.00000e+00
8.25000e-02	0.00000e+00
8.26000e-02	0.00000e+00
8.27000e-02	0.00000e+00
8.28000e-02	0.00000e+00
8.29000e-02	0.00000e+00
8.30000e-02	0.00000e+00
8.31000e-02	0.00000e+00
8.32000e-02	0.00000e+00
8.33000e-02	0.00000e+00
8.34000e-02	0.00000e+00
8.35000e-02	0.00000e+00
8.36000e-02	0.00000e+00
8.37000e-02	0.00000e+00
8.38000e-02	0.00000e+00
8.39000e-02	0.00000e+00
8.40000e-02	0.00000e+00
8.41000e-02	0.00000e+00
8.42000e-02	0.00000e+00
8.43000e-02	0.00000e+00
8.44000e-02	0.00000e+00
8.45000e-02	0.00000e+00
8.46000e-02	0.00000e+00
8.47000e-02	0.00000e+00
8.48000e-02	0.00000e+00
8.49000e-02	0.00000e+00
8.50000e-02	0.00000e+00
8.51000e-02	0.00000e+00
8.52000e-02	0.00000e+00
8.53000e-02	0.00000e+00
8.54000e-02	0.00000e+00
8.55000e-02	0.00000e+00
8.56000e-02	0.00000e+00
8.57000e-02	0.00000e+00
8.58000e-02	0.00000e+00
8.59000e-02	0.00000e+00
8.60000e-02	0.00000e+00
8.61000e-02	0.00000e+00
8.62000e-02	0.00000e+00
8.63000e-02	0.00000e+00
8.64000e-02	0.00000e+00
8.65000e-02	0.00000e+00
8.66000e-02	0.00000e+00
8.67000e-02	0.00000e+00
8.68000e-02	0.00000e+00
8.69000e-02	0.00000e+00
8.70000e-02	0.00000e+00
8.71000e-02	0.00000e+00
8.72000e-02	0.00000e+00
8.73000e-02	0.00000e+00
